gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
NYA193808272,galed101,CLE,2,value,12,0,17,4,0,0,2,3,3,1,0,5,0,0,0,0,0,0,0,0,,,,,1,,19380827,2,NYC16,v,NYA,0,1,0,regular,y,y
NYA193808272,pearm101,NYA,1,value,27,0,29,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,1,,,1,,1,19380827,2,NYC16,h,CLE,1,0,0,regular,y,y
SAS193810030,geriu101,NAS,2,value,3,,,0,,,,0,0,,,,,,,,,,,,,,,,1,,19381003,0,MEM02,v,SAS,1,0,0,allstar,,
SAS193810030,grifb102,NAS,1,value,18,,,0,,,,0,0,,,,,,,,,,,,1,,,1,,,19381003,0,MEM02,v,SAS,1,0,0,allstar,,
SAS193810030,mossp101,SAS,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19381003,0,MEM02,h,NAS,0,1,0,allstar,,
CHA194004160,fellb101,CLE,1,value,27,0,33,0,0,0,0,0,0,5,0,8,0,0,0,0,0,1,0,0,1,,,1,,1,19400416,0,CHI10,v,CHA,1,0,0,regular,y,y
CHA194004160,smite105,CHA,1,value,24,0,32,6,1,1,0,1,1,2,0,5,0,0,0,0,0,0,0,0,,1,,1,,,19400416,0,CHI10,h,CLE,0,1,0,regular,y,y
CHA194004160,browc103,CHA,2,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19400416,0,CHI10,h,CLE,0,1,0,regular,y,y
CIN194004300,carlt101,BRO,1,value,27,0,30,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,1,,,1,,1,19400430,0,CIN07,v,CIN,1,0,0,regular,y,y
CIN194004300,turnj102,CIN,1,value,24,0,30,4,1,0,1,3,3,2,0,2,0,0,0,0,0,0,0,0,,1,,1,,,19400430,0,CIN07,h,BRO,0,1,0,regular,y,y
CIN194004300,moorw102,CIN,2,value,3,0,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,1,,19400430,0,CIN07,h,BRO,0,1,0,regular,y,y
NW2194005302,davis106,BLG,1,value,9,,10,0,0,0,0,0,0,1,0,,1,0,0,,0,,,,1,,,1,,,19400530,2,NWK04,v,NW2,1,0,0,regular,y,
NW2194005302,hubew101,BLG,2,value,12,,13,0,0,0,0,0,0,1,0,,0,0,0,,0,,,,,,,,1,,19400530,2,NWK04,v,NW2,1,0,0,regular,y,
NW2194005302,mincp101,NW2,1,value,9,,13,2,0,0,0,2,,2,0,,0,0,0,,0,,,,,,,1,,,19400530,2,NWK04,h,BLG,0,1,0,regular,y,
NW2194005302,walkj105,NW2,2,value,6,,9,2,0,0,0,1,,1,0,,0,0,0,,0,,,,,1,,,,,19400530,2,NWK04,h,BLG,0,1,0,regular,y,
NW2194005302,davij106,NW2,3,value,3,,7,2,0,0,0,2,,2,0,,0,0,0,,0,,,,,,,,,,19400530,2,NWK04,h,BLG,0,1,0,regular,y,
NW2194005302,hookl101,NW2,4,value,3,,4,0,0,0,0,0,,1,0,,0,0,0,,0,,,,,,,,1,,19400530,2,NWK04,h,BLG,0,1,0,regular,y,
IN8194006022,mcalf101,SNO,1,value,18,,20,1,0,0,0,0,0,1,,6,0,0,0,0,,,,,1,,,1,,1,19400602,2,IND10,v,IN8,1,0,0,regular,y,
IN8194006022,wrigj105,IN8,1,value,18,,19,0,0,0,0,1,1,2,,7,0,0,0,0,,,,,,1,,1,,1,19400602,2,IND10,h,SNO,0,1,0,regular,y,
BIR194007120,johnc103,IN8,1,value,27,,,0,,,,0,0,,,7,,,,,,,,,1,,,1,,1,19400712,0,PBL01,v,BIR,1,0,0,regular,,
SLA194008052,bridt101,DET,1,value,15,0,27,5,1,0,1,4,3,6,1,3,0,0,0,2,0,2,0,0,,1,,1,,1,19400805,2,STL07,v,SLA,0,1,0,regular,y,y
SLA194008052,whitj101,SLA,1,value,18,0,20,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,,,1,,1,19400805,2,STL07,h,DET,1,0,0,regular,y,y
SNO194106270,evanb105,NY5,1,value,21,,34,9,0,0,0,6,,5,0,5,0,0,0,,0,,,,,1,,1,,,19410627,0,BEL01,v,SNO,0,1,0,exhibition,y,
SNO194106270,wyatu101,NY5,2,value,3,,4,1,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,1,,19410627,0,BEL01,v,SNO,0,1,0,exhibition,y,
SNO194106270,smite111,SNO,1,value,27,,34,0,0,0,0,1,,5,,17,1,1,0,0,,,,,1,,,1,,1,19410627,0,BEL01,h,NY5,1,0,0,exhibition,y,
HOM194108280,bernp101,NY6,1,value,12,,22,6,,,2,7,,3,,1,0,,,0,,,,,,1,,1,,,19410828,0,YOU01,v,HOM,0,1,0,regular,y,
HOM194108280,howac102,NY6,2,value,6,,16,8,,,1,7,,1,,1,0,,,0,,,,,,,,,,,19410828,0,YOU01,v,HOM,0,1,0,regular,y,
HOM194108280,cantd101,NY6,3,value,6,,14,6,,,1,5,,1,,0,1,,,0,,,,,,,,,1,,19410828,0,YOU01,v,HOM,0,1,0,regular,y,
HOM194108280,wrigj105,HOM,1,value,18,,21,0,0,0,0,0,0,4,,1,0,,,0,0,,,,1,,,1,,,19410828,0,YOU01,h,NY6,1,0,0,regular,y,
HOM194108280,mcdut101,HOM,2,value,6,,6,0,0,0,0,0,0,0,0,2,0,,,0,0,,,,,,,,,,19410828,0,YOU01,h,NY6,1,0,0,regular,y,
HOM194108280,hamij104,HOM,3,value,3,,4,0,0,0,0,0,0,1,,0,0,,,0,0,,,,,,1,,1,,19410828,0,YOU01,h,NY6,1,0,0,regular,y,
CIN194108300,warnl101,SLN,1,value,27,0,28,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,,,1,,1,19410830,0,CIN07,v,CIN,1,0,0,regular,y,y
CIN194108300,ridde101,CIN,1,value,27,0,38,5,0,0,0,2,0,5,0,2,0,0,0,2,0,0,0,0,,1,,1,,1,19410830,0,CIN07,h,SLN,0,1,0,regular,y,y
BLG194204122,barnd101,NY6,1,value,,,,,,1,,,,,,,,1,,,,,,,,1,,1,,,19420412,2,NOL01,v,BLG,0,1,0,exhibition,,
BLG194204122,saxot101,NY6,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19420412,2,NOL01,v,BLG,0,1,0,exhibition,,
BLG194204122,gainj102,BLG,1,value,12,,,0,,,,0,0,,,,,,,,,,,,1,,,1,,,19420412,2,NOL01,h,NY6,1,0,0,exhibition,,
BLG194204122,harvb101,BLG,2,value,9,,,0,,,,0,0,,,,,,,,,,,,,,1,,1,,19420412,2,NOL01,h,NY6,1,0,0,exhibition,,
HOM194206142,mannm101,NW2,1,value,18,,,6,,1,1,9,,,,4,,,,,,,,,,1,,1,,1,19420614,2,IND10,v,HOM,0,1,0,regular,,
HOM194206142,carts102,HOM,1,value,21,,,0,,,,0,,,,6,,,,,,,,,1,,,1,,1,19420614,2,IND10,h,NW2,1,0,0,regular,,
CAG194208302,partr102,HOM,1,value,21,0,23,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,2,0,1,,,1,,1,19420830,2,CHI10,v,CAG,1,0,0,regular,y,d
CAG194208302,shiec102,CAG,1,value,21,0,30,6,2,1,0,3,1,3,0,4,0,0,0,0,0,2,1,0,,1,,1,,1,19420830,2,CHI10,h,HOM,0,1,0,regular,y,d
NW2194306062,hillj104,NW2,1,value,21,,22,0,,,,0,0,2,,,,,,,,,,,1,,,1,,1,19430606,2,NWK04,h,NY5,1,0,0,regular,,
MEM194309270,mossp101,MEM,1,value,27,,,0,,,,0,0,,,,,,,,,,,,1,,,1,,1,19430927,0,MEM02,h,CI2,1,0,0,exhibition,,
MEM194310100,calhl101,NY5,1,value,24,,,12,,,1,6,,,,,,,,,,,,,,1,,1,,1,19431010,0,MEM03,v,MEM,0,1,0,exhibition,,
MEM194310100,mossp101,MEM,1,value,27,,,0,,,,0,0,,,,,,,,,,,,1,,,1,,1,19431010,0,MEM03,h,NY5,1,0,0,exhibition,,
BSN194404270,ostef101,BRO,1,value,24,0,31,5,2,0,1,2,2,2,0,2,0,0,0,0,0,0,0,0,,1,,1,,1,19440427,0,BOS08,v,BSN,0,1,0,regular,y,y
BSN194404270,tobij103,BSN,1,value,27,0,29,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,1,,,1,,1,19440427,0,BOS08,h,BRO,1,0,0,regular,y,y
CIN194405150,tobij103,BSN,1,value,24,0,28,5,1,0,1,1,1,0,0,2,0,0,0,0,0,1,1,0,,1,,1,,1,19440515,0,CIN07,v,CIN,0,1,0,regular,y,y
CIN194405150,shouc101,CIN,1,value,27,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,,1,,1,19440515,0,CIN07,h,BSN,1,0,0,regular,y,y
BSN194406222,barrd101,PHI,1,value,12,1,18,6,1,0,2,5,5,0,0,2,0,0,0,2,0,0,1,0,,1,,1,,,19440622,2,BOS08,v,BSN,0,1,0,regular,y,d
BSN194406222,mussb101,PHI,2,value,3,0,6,3,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,,,,,1,,19440622,2,BOS08,v,BSN,0,1,0,regular,y,d
BSN194406222,tobij103,BSN,1,value,15,0,17,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,,,1,,1,19440622,2,BOS08,h,PHI,1,0,0,regular,y,d
KCM194408102,mckig101,CAG,1,value,21,,,0,,,,0,0,,,,,,,,,,,,1,,,1,,1,19440810,2,IND10,v,KCM,1,0,0,regular,,
KCM194408102,locke101,KCM,2,value,9,,,3,,,1,3,,,,,,,,,,,,,,,,,1,,19440810,2,IND10,h,CAG,0,1,0,regular,,
KCM194408102,paigs101,KCM,1,value,6,,,4,,,,1,,,,,,,,,,,,,,1,,1,,,19440810,2,IND10,h,CAG,0,1,0,regular,,
HOM194508122,mckig101,CAG,1,value,10,,15,5,0,0,0,3,,2,0,0,0,0,0,,0,,,,,1,,1,,,19450812,2,WAS09,v,HOM,0,1,0,exhibition,y,
HOM194508122,mccow102,CAG,2,value,8,,16,6,0,0,0,4,,4,0,4,0,0,0,,0,,,,,,,,1,,19450812,2,WAS09,v,HOM,0,1,0,exhibition,y,
HOM194508122,browr103,HOM,1,value,21,,22,0,0,0,0,0,0,0,,3,0,0,0,0,,,,,1,,,1,,1,19450812,2,WAS09,h,CAG,1,0,0,exhibition,y,
PHA194509092,millo101,SLA,1,value,24,2,30,5,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,,1,,1,,1,19450909,2,PHI11,v,PHA,0,1,0,regular,y,y
PHA194509092,fowld101,PHA,1,value,27,0,29,0,0,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,1,,,1,,1,19450909,2,PHI11,h,SLA,1,0,0,regular,y,y
BRO194604230,coopm101,BSN,1,value,24,0,35,10,1,0,1,5,5,3,0,4,0,0,0,0,0,0,1,0,,1,,1,,1,19460423,0,NYC15,v,BRO,0,1,0,regular,y,y
BRO194604230,heade101,BRO,1,value,27,0,29,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,1,,,1,,1,19460423,0,NYC15,h,BSN,1,0,0,regular,y,y
NYA194604300,fellb101,CLE,1,value,27,0,32,0,0,0,0,0,0,5,0,11,0,0,0,2,0,1,1,0,1,,,1,,1,19460430,0,NYC16,v,NYA,1,0,0,regular,y,y
NYA194604300,beveb101,NYA,1,value,27,0,36,7,0,0,1,1,1,5,0,5,0,0,0,3,0,1,2,0,,1,,1,,1,19460430,0,NYC16,h,CLE,0,1,0,regular,y,y
NW2194605050,browb107,PH5,1,value,24,,31,6,0,1,0,2,,2,,5,0,0,0,0,,,,,,1,,1,,1,19460505,0,NWK04,v,NW2,0,1,0,regular,y,
NW2194605050,day-l101,NW2,1,value,27,,29,0,0,0,0,0,0,1,,6,0,0,0,0,,,,,1,,,1,,1,19460505,0,NWK04,h,PH5,1,0,0,regular,y,
CIN194706180,wrige101,BSN,1,value,4,0,12,3,0,0,1,3,3,3,1,1,1,0,0,1,0,1,0,0,,1,,1,,,19470618,0,CIN07,v,CIN,0,1,0,regular,y,y
CIN194706180,lanfw101,BSN,2,value,17,0,24,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,19470618,0,CIN07,v,CIN,0,1,0,regular,y,y
CIN194706180,karla101,BSN,3,value,3,0,7,3,0,0,1,3,3,1,0,0,0,0,0,1,0,0,0,0,,,,,1,,19470618,0,CIN07,v,CIN,0,1,0,regular,y,y
CIN194706180,blace102,CIN,1,value,27,0,30,0,0,0,0,0,0,4,0,3,0,0,0,1,0,0,0,0,1,,,1,,1,19470618,0,CIN07,h,BSN,1,0,0,regular,y,y
CLE194707101,mccab106,PHA,1,value,24,0,33,10,0,0,0,3,3,1,0,2,0,0,0,1,0,0,0,0,,1,,1,,1,19470710,1,CLE07,v,CLE,0,1,0,regular,y,y
CLE194707101,blacd101,CLE,1,value,27,0,32,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,1,,,1,,1,19470710,1,CLE07,h,PHA,1,0,0,regular,y,y
PHA194709030,scarr102,WS1,1,value,24,0,35,9,2,0,0,3,3,4,1,1,1,0,0,0,0,0,0,0,,1,,1,,1,19470903,0,PHI11,v,PHA,0,1,0,regular,y,y
PHA194709030,mccab106,PHA,1,value,27,0,28,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,,,1,,1,19470903,0,PHI11,h,WS1,1,0,0,regular,y,y
NY5194805252,willc107,NW2,1,value,24,0,31,5,0,1,0,4,3,2,0,6,0,0,0,0,0,0,0,0,,1,,1,,1,19480525,2,ROC04,v,NY5,0,1,0,regular,y,y
NY5194805252,stepa101,NY5,1,value,15,2,20,0,0,0,0,1,0,4,0,5,1,0,0,0,0,0,1,1,,,,1,,,19480525,2,ROC04,h,NW2,1,0,0,regular,y,y
NY5194805252,stann101,NY5,2,value,12,0,16,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,1,,,,1,,19480525,2,ROC04,h,NW2,1,0,0,regular,y,y
DET194806300,lemob101,CLE,1,value,27,0,30,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,1,,,1,,1,19480630,0,DET04,v,DET,1,0,0,regular,y,y
DET194806300,houta101,DET,1,value,27,0,33,5,1,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,,1,,1,,1,19480630,0,DET04,h,CLE,0,1,0,regular,y,y
NY1194809090,barnr103,BRO,1,value,27,0,29,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,,,1,,1,19480909,0,NYC14,v,NY1,1,0,0,regular,y,y
NY1194809090,kennm101,NY1,1,value,27,0,35,6,1,0,0,2,2,3,1,3,0,0,0,0,0,2,1,0,,1,,1,,1,19480909,0,NYC14,h,BRO,0,1,0,regular,y,y
HOE194905181,collg101,KCM,1,value,21,,,0,0,0,0,0,0,2,,9,,,,,,,,,1,,,1,,1,19490518,1,SAT01,v,HOE,1,0,0,regular,,
HOE194905181,odelj101,HOE,,value,,,,,,,,,,,,,,,,,,,,,,1,,1,,,19490518,1,SAT01,h,KCM,0,1,0,regular,,
HOE194905181,gibsw102,HOE,,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19490518,1,SAT01,h,KCM,0,1,0,regular,,
BSN195008110,erskc101,BRO,1,value,5,0,11,5,2,0,0,4,3,1,0,2,0,0,0,0,0,0,0,0,,1,,1,,,19500811,0,BOS08,v,BSN,0,1,0,regular,y,y
BSN195008110,hattj101,BRO,2,value,10,0,15,3,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,,,,,,,19500811,0,BOS08,v,BSN,0,1,0,regular,y,y
BSN195008110,bankd101,BRO,3,value,9,0,14,4,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,,,,,1,,19500811,0,BOS08,v,BSN,0,1,0,regular,y,y
BSN195008110,bickv101,BSN,1,value,27,0,30,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,1,,,1,,1,19500811,0,BOS08,h,BRO,1,0,0,regular,y,y
BSN195105062,chamc102,PIT,1,value,27,0,34,0,0,0,0,0,0,8,0,4,0,1,0,2,0,0,0,0,1,,,1,,1,19510506,2,BOS08,v,BSN,1,0,0,regular,y,y
BSN195105062,estog101,BSN,1,value,24,0,37,8,2,0,0,3,3,5,0,2,0,0,0,1,0,1,0,0,,1,,1,,,19510506,2,BOS08,h,PIT,0,1,0,regular,y,y
BSN195105062,nichc102,BSN,2,value,3,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19510506,2,BOS08,h,PIT,0,1,0,regular,y,y
CLE195107011,cainb101,DET,1,value,24,0,33,6,0,1,0,2,2,3,0,3,0,0,1,0,0,0,0,0,,1,,1,,1,19510701,1,CLE07,v,CLE,0,1,0,regular,y,y
CLE195107011,fellb101,CLE,1,value,27,0,31,0,0,0,0,1,0,3,0,5,0,0,0,0,0,1,0,0,1,,,1,,1,19510701,1,CLE07,h,DET,1,0,0,regular,y,y
CLE195107120,reyna102,NYA,1,value,27,0,29,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,1,,,1,,1,19510712,0,CLE07,v,CLE,1,0,0,regular,y,y
CLE195107120,fellb101,CLE,1,value,27,0,33,4,1,0,1,1,1,3,0,3,0,0,0,0,0,0,0,0,,1,,1,,1,19510712,0,CLE07,h,NYA,0,1,0,regular,y,y
NYA195109281,parnm101,BOS,1,value,9,0,16,5,0,0,0,4,3,2,0,2,0,0,0,0,0,1,0,0,,1,,1,,,19510928,1,NYC16,v,NYA,0,1,0,regular,y,y
NYA195109281,scarr102,BOS,2,value,9,0,13,3,1,0,1,3,3,0,0,0,0,0,0,1,0,0,0,0,,,,,,,19510928,1,NYC16,v,NYA,0,1,0,regular,y,y
NYA195109281,taylh101,BOS,3,value,6,0,8,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19510928,1,NYC16,v,NYA,0,1,0,regular,y,y
NYA195109281,reyna102,NYA,1,value,27,0,30,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,1,,,1,,1,19510928,1,NYC16,h,BOS,1,0,0,regular,y,y
DET195205150,portb102,WS1,1,value,26,0,31,4,1,0,1,1,1,2,0,5,0,0,0,0,0,0,0,0,,1,,1,,1,19520515,0,DET04,v,DET,0,1,0,regular,y,y
DET195205150,trucv101,DET,1,value,27,0,31,0,0,0,0,0,0,1,0,7,2,0,0,0,0,0,0,0,1,,,1,,1,19520515,0,DET04,h,WS1,1,0,0,regular,y,y
BRO195206190,hackw102,CHN,1,value,4,0,8,4,0,0,3,4,4,0,0,1,0,0,0,0,0,1,0,0,,1,,1,,,19520619,0,NYC15,v,BRO,0,1,0,regular,y,y
BRO195206190,ramsw101,CHN,2,value,20,0,24,3,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,,,,,1,,19520619,0,NYC15,v,BRO,0,1,0,regular,y,y
BRO195206190,erskc101,BRO,1,value,27,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,,1,,1,19520619,0,NYC15,h,CHN,1,0,0,regular,y,y
NYA195208250,trucv101,DET,1,value,27,0,30,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,1,,,1,,1,19520825,0,NYC16,v,NYA,1,0,0,regular,y,y
NYA195208250,millb104,NYA,1,value,24,0,30,4,1,0,0,1,1,2,0,7,1,0,0,0,0,0,0,0,,1,,1,,,19520825,0,NYC16,h,DET,0,1,0,regular,y,y
NYA195208250,scarr102,NYA,2,value,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19520825,0,NYC16,h,DET,0,1,0,regular,y,y
SLA195305060,martm101,PHA,1,value,15,0,24,7,3,0,0,3,2,4,0,2,0,0,0,0,0,0,2,0,,1,,1,,,19530506,0,STL07,v,SLA,0,1,0,regular,y,y
SLA195305060,schec101,PHA,2,value,9,0,18,6,2,0,0,3,3,3,0,1,1,0,0,1,0,0,0,0,,,,,1,,19530506,0,STL07,v,SLA,0,1,0,regular,y,y
SLA195305060,hollb101,SLA,1,value,27,0,31,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,1,,,1,,1,19530506,0,STL07,h,PHA,1,0,0,regular,y,y
MLN195406120,rober102,PHI,1,value,24,0,30,7,1,0,2,2,2,0,0,3,0,0,0,1,0,1,1,0,,1,,1,,1,19540612,0,MIL05,v,MLN,0,1,0,regular,y,y
MLN195406120,wilsj104,MLN,1,value,27,0,28,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,1,0,1,,,1,,1,19540612,0,MIL05,h,PHI,1,0,0,regular,y,y
CHN195505120,kingn101,PIT,1,value,6,0,12,5,2,0,0,2,2,1,0,2,0,0,0,0,0,3,0,0,,1,,1,,,19550512,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN195505120,law-v101,PIT,2,value,18,0,29,10,0,1,1,2,2,1,0,2,0,0,0,2,0,0,0,0,,,,,1,,19550512,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN195505120,jones105,CHN,1,value,27,0,31,0,0,0,0,0,0,7,0,6,0,1,0,0,0,0,1,0,1,,,1,,1,19550512,0,CHI11,h,PIT,1,0,0,regular,y,y
BRO195605120,worta101,NY1,1,value,19,0,31,6,2,0,0,3,3,7,0,4,0,0,0,0,0,0,0,0,,1,,1,,,19560512,0,NYC15,v,BRO,0,1,0,regular,y,y
BRO195605120,grism101,NY1,2,value,5,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,19560512,0,NYC15,v,BRO,0,1,0,regular,y,y
BRO195605120,erskc101,BRO,1,value,27,0,29,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,,,1,,1,19560512,0,NYC15,h,NY1,1,0,0,regular,y,y
BOS195607140,mcdoj104,CHA,1,value,15,2,20,5,2,0,0,3,3,1,0,1,1,1,0,0,0,0,0,0,,1,,1,,,19560714,0,BOS07,v,BOS,0,1,0,regular,y,y
BOS195607140,lapap102,CHA,2,value,9,0,11,3,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,,,,,1,,19560714,0,BOS07,v,BOS,0,1,0,regular,y,y
BOS195607140,parnm101,BOS,1,value,27,0,28,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,1,,,1,,1,19560714,0,BOS07,h,CHA,1,0,0,regular,y,y
BRO195609250,meyej101,PHI,1,value,7,0,13,3,1,0,1,5,3,3,1,0,0,0,0,1,0,0,0,0,,1,,1,,,19560925,0,NYC15,v,BRO,0,1,0,regular,y,y
BRO195609250,millb103,PHI,2,value,8,0,9,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,,,,,,,19560925,0,NYC15,v,BRO,0,1,0,regular,y,y
BRO195609250,sanfj101,PHI,3,value,9,0,11,1,0,0,0,0,0,3,0,2,0,0,0,1,0,0,1,0,,,,,1,,19560925,0,NYC15,v,BRO,0,1,0,regular,y,y
BRO195609250,magls101,BRO,1,value,27,0,29,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,1,,,1,,1,19560925,0,NYC15,h,PHI,1,0,0,regular,y,y
NYA195610080,magls101,BRO,1,value,24,0,29,5,0,0,1,2,2,2,0,5,0,0,0,1,0,0,0,0,,1,,1,,1,19561008,0,NYC16,v,NYA,0,1,0,worldseries,y,y
NYA195610080,larsd102,NYA,1,value,27,0,27,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,,,1,,1,19561008,0,NYC16,h,BRO,1,0,0,worldseries,y,y
CHA195708202,stobc101,WS1,1,value,15,0,30,12,4,0,1,6,6,3,1,1,1,0,0,0,0,0,0,0,,1,,1,,,19570820,2,CHI10,v,CHA,0,1,0,regular,y,y
CHA195708202,blacj103,WS1,2,value,9,0,12,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,19570820,2,CHI10,v,CHA,0,1,0,regular,y,y
CHA195708202,keegb101,CHA,1,value,27,0,28,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,,,1,,1,19570820,2,CHI10,h,WS1,1,0,0,regular,y,y
BOS195807201,bunnj101,DET,1,value,27,0,30,0,0,0,0,0,0,2,0,12,1,0,0,0,0,0,0,0,1,,,1,,1,19580720,1,BOS07,v,BOS,1,0,0,regular,y,y
BOS195807201,sullf101,BOS,1,value,18,0,23,6,1,1,0,3,3,0,0,4,0,0,0,0,0,0,0,0,,1,,1,,,19580720,1,BOS07,h,DET,0,1,0,regular,y,y
BOS195807201,byerb103,BOS,2,value,6,0,8,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,19580720,1,BOS07,h,DET,0,1,0,regular,y,y
BOS195807201,bowst101,BOS,3,value,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19580720,1,BOS07,h,DET,0,1,0,regular,y,y
BAL195809200,larsd102,NYA,1,value,18,0,22,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,,,,1,,,19580920,0,BAL11,v,BAL,0,1,0,regular,y,y
BAL195809200,shanb102,NYA,2,value,6,0,9,4,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,,1,,,1,,19580920,0,BAL11,v,BAL,0,1,0,regular,y,y
BAL195809200,wilhh101,BAL,1,value,27,0,28,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,1,1,1,,,1,,1,19580920,0,BAL11,h,NYA,1,0,0,regular,y,y
PHI195906120,mccom103,SFN,1,value,15,0,16,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,,,1,,1,19590612,0,PHI11,v,PHI,1,0,0,regular,y,y
PHI195906120,meyej101,PHI,1,value,15,0,21,5,1,1,1,3,3,1,0,3,0,0,0,0,0,0,0,0,,1,,1,,1,19590612,0,PHI11,h,SFN,0,1,0,regular,y,y
SLN195909260,jones105,SFN,1,value,21,0,23,0,0,0,0,0,0,2,0,5,0,0,0,1,0,0,0,0,1,,,1,,1,19590926,0,STL07,v,SLN,1,0,0,regular,y,y
SLN195909260,mizew101,SLN,1,value,18,0,27,8,2,0,1,2,2,2,0,0,1,1,0,1,0,0,1,0,,1,,1,,,19590926,0,STL07,h,SFN,0,1,0,regular,y,y
SLN195909260,broge101,SLN,2,value,5,0,7,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,,,,,1,,19590926,0,STL07,h,SFN,0,1,0,regular,y,y
CHN196005152,mcdal101,SLN,1,value,24,0,32,7,1,0,1,4,4,2,0,5,0,1,0,0,0,1,1,0,,1,,1,,1,19600515,2,CHI11,v,CHN,0,1,0,regular,y,y
CHN196005152,cardd101,CHN,1,value,27,0,28,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,1,,,1,,1,19600515,2,CHI11,h,SLN,1,0,0,regular,y,y
MLN196008180,conlg101,PHI,1,value,24,0,31,10,2,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,,1,,1,,1,19600818,0,MIL05,v,MLN,0,1,0,regular,y,y
MLN196008180,burdl101,MLN,1,value,27,0,27,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,,,1,,1,19600818,0,MIL05,h,PHI,1,0,0,regular,y,y
